filepath,author,comment,replies,anchor,created
IMAGERY_TRIAGE.xlsx,,(no comment),,,
manifest.jsonl,,(no comment),,,
07-provence-countryside/tuscany-villa-loggia.jpg,michael singleton,"Weird arm, remove. All else is lovely",,"[null,[null,[0.17365081437494947,0.6072980017376194,0.5421877791982578,0.9218071242397914]],null,""0B4FkjOvGXGNBbDQyNi9xRjF6WVg3Sjc2SGNMZXhWemlHUklrPQ""]",2026-05-05T20:01:41.241Z
07-provence-countryside/provence-kitchen-terracotta.jpg,michael singleton,"Wooden pear strikes again, But I like the image overall",,"[null,[null,[0.27458368510934544,0.45438748913987836,0.7469934933807514,0.8453518679409209]],null,""0B4FkjOvGXGNBTmJVblZaWkpCQXV4Mm9TbE81L2hVWVF4cDdZPQ""]",2026-05-05T20:01:28.010Z
07-provence-countryside/provence-lavender-restrained.jpg,michael singleton,Wonderful if geographically accurate,,"[null,[null,[0.2934253279425247,0.38488271068635965,0.5164871750724218,0.7515204170286707]],null,""0B4FkjOvGXGNBa0had2szQ2lXMDZqWjcrMy9Jajg3eUkzMnRNPQ""]",2026-05-05T20:01:11.984Z
07-provence-countryside/provence-farmhouse.jpg,michael singleton,Perfect,,"[null,[null,[0.38567548933755275,0.27541268462206775,0.8753422769065444,0.7393570807993048]],null,""0B4FkjOvGXGNBUVpnU042czlCVkdiMDNXSUpobVZFTWlYOFRFPQ""]",2026-05-05T20:00:58.654Z
06-mediterranean-islands/mustique-hammock-detail.jpg,michael singleton,Perfect,,"[null,[null,[0.36446568201563856,0.40573414422241527,0.762380538662033,0.8766290182450043]],null,""0B4FkjOvGXGNBYlNQRjVTOGk0VXNDSjZNT3dwNGIxekwrR1JzPQ""]",2026-05-05T20:00:48.178Z
06-mediterranean-islands/island-garden-stone.jpg,michael singleton,Yeah great,,"[null,[null,[0.3147616785375583,0.13814074717636837,0.7473076951459676,0.7671589921807124]],null,""0B4FkjOvGXGNBU29uZEdVTDNhU0xzVUcxRWx4M1ZoZEdrdS9rPQ""]",2026-05-05T20:00:41.865Z
06-mediterranean-islands/mykonos-evening-candle.jpg,michael singleton,Sure like it,,"[null,[null,[0.24022589052997392,0.2788879235447437,0.813640312771503,0.9113814074717637]],null,""0B4FkjOvGXGNBU2hBK0h1bkRic1lyMEZkUWFXcmszUFNTa1Z3PQ""]",2026-05-05T20:00:34.418Z
06-mediterranean-islands/ibiza-hilltop-olive.jpg,michael singleton,If geographically accurate it's nice,,"[null,[null,[0.1497377837655885,0.34839270199826233,0.8758685711790108,0.88879235447437]],null,""0B4FkjOvGXGNBNDlieUJWOVljREN4L0VJMWJqR1hyRzE5VFgwPQ""]",2026-05-05T20:00:26.291Z
06-mediterranean-islands/mediterranean-pool-stone.jpg,michael singleton,"Stunning, love it",,"[null,[null,[0.2648152214628205,0.365768896611642,0.676024887476196,0.9999999999999999]],null,""0B4FkjOvGXGNBWTEvMWNGczluUEppUmlVZkM3THh1dm9iOElZPQ""]",2026-05-05T20:00:15.029Z
06-mediterranean-islands/mustique-hand-railing.jpg,michael singleton,Brandless watches are weird,,"[null,[null,[0.3879235447437011,0.27019982623805383,0.86750651607298,0.7619461337966984]],null,""0B4FkjOvGXGNBSzd4OTZXS1p4eFNieHVSanMzNGR6MUZYT0pzPQ""]",2026-05-05T20:00:05.500Z
06-mediterranean-islands/mykonos-jetty.jpg,michael singleton,Lovely,,"[null,[null,[0.5225474683544303,0.19370903028933092,0.8690664556962024,0.8818306396925859]],null,""0B4FkjOvGXGNBSElzZGVadFRORFhFc2tNV2pieDlaWi9EY2xnPQ""]",2026-05-05T19:59:54.785Z
06-mediterranean-islands/ibiza-bougainvillea-restrained.jpg,michael singleton,Perfect,,"[null,[null,[0.1411815812337098,0.30842745438748914,0.7145960034752389,0.9391833188531711]],null,""0B4FkjOvGXGNBTjV3QlFhYkhZNlVQOVBjRVd4Ukw5bDBHZEFBPQ""]",2026-05-05T19:59:48.054Z
06-mediterranean-islands/island-kitchen-stone.jpg,michael singleton,Looks nice,,"[null,[null,[0.2681123178727508,0.2354474370112945,0.7879788192125172,0.7880104257167679]],null,""0B4FkjOvGXGNBUjNIYnFJb0c5dEhxYVZBNThwTWQxeFJwRG9JPQ""]",2026-05-05T19:59:42.484Z
06-mediterranean-islands/mustique-veranda.jpg,michael singleton,The man has no legs,,"[null,[null,[0.258511299696106,0.35360556038227625,0.7240316763150217,0.8036490008688097]],null,""0B4FkjOvGXGNBMnI3ZVZHR3l3SGIvT3hCNnQ3TWFMVVUxNmpVPQ""]",2026-05-05T19:59:30.885Z
06-mediterranean-islands/ibiza-linen-curtain.jpg,michael singleton,"Nice, bit of a sus tiling job but alright",,"[null,[null,[0.16116420503909643,0.35881841876629017,0.7206776715899218,0.737619461337967]],null,""0B4FkjOvGXGNBei9ZaFNNZHBLYk45eVdHa1JLQTBCSUxMT3NZPQ""]",2026-05-05T19:59:14.275Z
06-mediterranean-islands/mykonos-staircase.jpg,michael singleton,Wonderful,,"[null,[null,[0.1066819518196003,0.12771503040834056,0.8933236381841412,0.8557775847089487]],null,""0B4FkjOvGXGNBWHFrNFcwSG5HVXVCWU9WNjNJUTdYSTNYY1YwPQ""]",2026-05-05T19:58:48.175Z
06-mediterranean-islands/mykonos-threshold.jpg,michael singleton,Also perfect,,"[null,[null,[0.2044772067129039,0.2841007819287576,0.8149428493649948,0.8783666377063424]],null,""0B4FkjOvGXGNBRmh0QnlSbW9kYXF5a2dhayt3OE1Nbjl4Ymo0PQ""]",2026-05-05T19:58:38.993Z
06-mediterranean-islands/ibiza-cala-stone-house.jpg,michael singleton,perfect,,"[null,[null,[0.3231189393838049,0.46307558644656815,0.8645566648455534,0.8036490008688096]],null,""0B4FkjOvGXGNBU3ZJcnZPYjlrQjVqbThyNzl5bUw1MmIzOEwwPQ""]",2026-05-05T19:58:29.861Z
05-monaco-cote-dazur/nice-promenade.jpg,michael singleton,Nice if geographically accurate,,"[null,[null,[0.25899621675508405,0.19200695047784533,0.7759178016256718,0.8210251954821893]],null,""0B4FkjOvGXGNBblJGb1FBRWlURTBJUytNZ3lqUnloM0JCUzQ4PQ""]",2026-05-05T19:58:14.447Z
05-monaco-cote-dazur/menton-lemon-detail.jpg,michael singleton,"Don't hate it, like the imperfection",,"[null,[null,[0.22458731537793222,0.2675933970460469,0.7354474370112944,0.788879235447437]],null,""0B4FkjOvGXGNBOEN3TzYvcU51L1Bnek1QMjU1ZEphbk5Ybm5NPQ""]",2026-05-05T19:57:55.985Z
05-monaco-cote-dazur/monaco-harbour-mist.jpg,michael singleton,Is this a geographically accurate photo of the boats? I like the mist tho a lot,,"[null,[null,[0.08346518987341772,0.34382770117540684,0.8928006329113924,0.8678444281193489]],null,""0B4FkjOvGXGNBWTFTcmc1TUhkc1V5WDFJNUJTZ2xVa1pUcDdRPQ""]",2026-05-05T19:57:40.801Z
05-monaco-cote-dazur/coastal-breakfast-tray.jpg,michael singleton,Figs and olive oil... unsure of the combo but I'll let it pass,,"[null,[null,[0.27541426620252696,0.4830582102519548,0.9224154165260251,0.9470026064291919]],null,""0B4FkjOvGXGNBYlB2ZGs5NW5FM2hYNmNnTUQ3azQyOVdDU0kwPQ""]",2026-05-05T19:57:17.999Z
05-monaco-cote-dazur/monaco-car-kerb.jpg,michael singleton,"Car feels fake, not a massive fan",,"[null,[null,[0.18480390673144434,0.2050390964378801,0.8588386187109162,0.9278887923544743]],null,""0B4FkjOvGXGNBMEk4Ync0TnM0aTQ2aHVha1BBLzIrOEc5NXFVPQ""]",2026-05-05T19:56:53.095Z
05-monaco-cote-dazur/cotedazur-cape.jpg,michael singleton,Cute like it,,"[null,[null,[0.3091607290791123,0.4135534317984361,0.8816869268473876,0.9139878366637706]],null,""0B4FkjOvGXGNBOUVmZVlWOC8vTkF4SlE2UFY1bUo5S1U1NmxNPQ""]",2026-05-05T19:56:35.371Z
05-monaco-cote-dazur/monaco-threshold.jpg,michael singleton,Would remove the plan paper. Aside that looks lovely,,"[null,[null,[0.13760641193475964,0.3970460469157254,0.9702556630432652,0.9999999999999999]],null,""0B4FkjOvGXGNBQkRNbkR5ZlNyMjRvV05NRy83clViM21XTC9VPQ""]",2026-05-05T19:56:19.988Z
05-monaco-cote-dazur/capferrat-terrace.jpg,michael singleton,"Gorgeous, is it geographically accurate?",,"[null,[null,[0.09662108610299384,0.18158123370981755,0.924956092387103,0.9913119026933102]],null,""0B4FkjOvGXGNBcExRZkVrL0tMbFJLa2hTL2VSU28wckJaa0pBPQ""]",2026-05-05T19:56:01.425Z
05-monaco-cote-dazur/monaco-balcony-17h.jpg,michael singleton,Is this an accurate vantage point?,,"[null,[null,[0.3593740479635377,0.2788879235447437,0.6949366527763395,0.8714161598609904]],null,""0B4FkjOvGXGNBL1ZNUFlPZzdvZUdBMWpZLzgwMkQ0cTVWaGtjPQ""]",2026-05-05T19:55:48.672Z
04-gstaad-alpine/alpine-dusk-larch.jpg,michael singleton,"Seems like a fake tree, but I like it",,"[null,[null,[0.3370888362873209,0.2510860121633362,0.8328127392330227,0.8314509122502172]],null,""0B4FkjOvGXGNBeHJ5UTRIUXRxZ2llVkJteVpsOFV1TVhrc1drPQ""]",2026-05-05T19:55:34.124Z
04-gstaad-alpine/alpine-pine-detail.jpg,michael singleton,gorgeous,,"[null,[null,[0.21329278887923545,0.3049522154648132,0.6737619461337967,0.7654213727193744]],null,""0B4FkjOvGXGNBVTNpbnRQdDBKSjZiTWpZZEwrcHBCWE5KQ3V3PQ""]",2026-05-05T19:55:21.440Z
04-gstaad-alpine/alpine-skihold-macro.jpg,michael singleton,Very nice,,"[null,[null,[0.3254298538350751,0.3727193744569939,0.8423514387056628,0.9617723718505646]],null,""0B4FkjOvGXGNBVjVQVWJxSDhFWDI1dVZHQ0lsc0dNdnQwTHNNPQ""]",2026-05-05T19:55:14.413Z
04-gstaad-alpine/alpine-morning-coffee.jpg,michael singleton,Is that a pear or a wodden toy? Change the fruit and then it's good,,"[null,[null,[0.31754995655951346,0.5186794092093832,0.7710686359687229,0.8557775847089487]],null,""0B4FkjOvGXGNBN094WXYvcDRCTnFDZlNxZnJMMkJLUDZpdFJ3PQ""]",2026-05-05T19:55:06.154Z
04-gstaad-alpine/stmoritz-lobby-window.jpg,michael singleton,"Really weird see through room, no thanks",,"[null,[null,[0.3101762049106157,0.20764552562988706,0.9939840095774454,0.8436142484795829]],null,""0B4FkjOvGXGNBTkRRNGdSMjNJVGNPcnk3NFNsZmtjTTlNVWFFPQ""]",2026-05-05T19:54:34.564Z
04-gstaad-alpine/stmoritz-lake-afternoon.jpg,michael singleton,Is this accurate? feels like a person wouldn't walk on ice this cracked,,"[null,[null,[0.40704113924050633,0.2944097536166365,0.8144778481012658,0.8146968241410488]],null,""0B4FkjOvGXGNBZVNDYXJkSDVGNHhxWmNNYlBpK1FrVnN1QmhzPQ""]",2026-05-05T19:54:17.286Z
04-gstaad-alpine/gstaad-interior-library.jpg,michael singleton,Nice but obviously a bit weird without writing on books but still works,,"[null,[null,[0.2292841144531832,0.34839270199826233,0.8548496139906615,0.8801042571676801]],null,""0B4FkjOvGXGNBM2xXNkxNZ0ppK3AvVThEblo3NHE1SSt6cEg4PQ""]",2026-05-05T19:53:57.180Z
04-gstaad-alpine/gstaad-village-path.jpg,michael singleton,Like it,,"[null,[null,[0.25269229498836954,0.29278887923544744,0.8336229316440582,1]],null,""0B4FkjOvGXGNBOGtmZTM1L01NNElyNGUySXdlSk5QbHJKa0dVPQ""]",2026-05-05T19:53:38.195Z
04-gstaad-alpine/gstaad-cashmere-throw.jpg,michael singleton,Reasonable,,"[null,[null,[0.16463944396177235,0.14335360556038226,0.6772371850564726,0.6854908774978279]],null,""0B4FkjOvGXGNBa3JleE82V1IxS29FLzQwUG81Q3B4Yy9uR2V3PQ""]",2026-05-05T19:53:31.156Z
04-gstaad-alpine/gstaad-alpine-pass.jpg,michael singleton,Like it,,"[null,[null,[0.37341772151898733,0.3634083973779385,0.8235759493670887,0.8986140935804702]],null,""0B4FkjOvGXGNBM256cVF1UzN3Vjcva0xWQ1BQTmM4OUZwMEJZPQ""]",2026-05-05T19:53:22.528Z
04-gstaad-alpine/gstaad-ski-still.jpg,michael singleton,Nice but are those skis accurate?,,"[null,[null,[0.09446396369079564,0.13987836663770634,0.9184847251505085,0.9304952215464813]],null,""0B4FkjOvGXGNBY04xcW1ONEYzMkhnMndJZkFsZWp6OXFmZHVZPQ""]",2026-05-05T19:53:13.800Z
04-gstaad-alpine/gstaad-window-snow.jpg,michael singleton,Lovely,,"[null,[null,[0.15788348170131597,0.3605560382276281,0.8235033701636199,0.9044309296264117]],null,""0B4FkjOvGXGNBbG5yc2Jld1psZVJBOXowSnVHbXVqYnd5RUUwPQ""]",2026-05-05T19:52:49.454Z
04-gstaad-alpine/gstaad-fireplace.jpg,michael singleton,"Fire looks fake, also writing is weird on book",,"[null,[null,[0.15667871731071817,0.2667245873153779,0.5426726962572358,0.7984361424847957]],null,""0B4FkjOvGXGNBZXp1RTZlQjB0MlFJaDVhMmt0N3NML2hISUlrPQ""]",2026-05-05T19:52:41.885Z
04-gstaad-alpine/gstaad-chalet-dawn.jpg,,(no comment),,,
03-lugano-ticino/lugano-church-bell.jpg,michael singleton,"If accurate, lovely",,"[null,[null,[0.19279361571157666,0.10686359687228496,0.6629167537164207,0.5655951346655081]],null,""0B4FkjOvGXGNBdDFGY3U2dVlESVl0TzZhSmFlOUlnVFRERWZJPQ""]",2026-05-05T19:52:09.120Z
03-lugano-ticino/lugano-alpine-shoulder.jpg,michael singleton,"We're not a watch company, let's not show watchfaces without branding, the focus should be on back of watch",,"[null,[null,[0.24283231972198088,0.2875760208514335,0.8301476976542137,0.8175499565595135]],null,""0B4FkjOvGXGNBRjMxYkhmeFFDS0gvYWFHYU5QOGJKUllpdDJJPQ""]",2026-05-05T19:51:59.342Z
03-lugano-ticino/lugano-boat-still.jpg,michael singleton,"Lush, especially if the background is accurate",,"[null,[null,[0.2633604702858864,0.315377932232841,0.960671201096304,0.9652476107732406]],null,""0B4FkjOvGXGNBUWUxOVh0cGhieGNJQVdWZ3hnQ2hXTEdOc0JVPQ""]",2026-05-05T19:51:25.316Z
03-lugano-ticino/lugano-interior-library.jpg,michael singleton,"Like it, but no writing on books seems kinda weird but better than getting incorrect writing",,"[null,[null,[0.11819231022497585,0.3032145960034752,0.6855155046331027,0.890529973935708]],null,""0B4FkjOvGXGNBa01LQVlQWElKcmxvT2hDNTdZNHFQZThhckE0PQ""]",2026-05-05T19:51:07.197Z
03-lugano-ticino/lugano-mendrisio-vineyard.jpg,michael singleton,Is this even a place in Ticino?,,"[null,[null,[0.4078657538613415,0.3292788879235447,0.8064675763412881,1]],null,""0B4FkjOvGXGNBZ3pIdUFrREJCTUt6TzJlU0IrSlUybURSbmhFPQ""]",2026-05-05T19:50:29.073Z
03-lugano-ticino/lugano-gandria-alley.jpg,michael singleton,"If a real walkway into lakeside, then lovely",,"[null,[null,[0.28213361355203914,0.3188531711555169,0.849456807960166,0.9096437880104257]],null,""0B4FkjOvGXGNBTml3THpCYUJJWTdnejZsWDZQcWdoSlVtak9jPQ""]",2026-05-05T19:50:13.963Z
03-lugano-ticino/lugano-kitchen-porcelain.jpg,michael singleton,Lovely,,"[null,[null,[0.2174199411860931,0.3310165073848827,0.7782717683576253,0.996524761077324]],null,""0B4FkjOvGXGNBTzNleWNZb3VWZEFyYlk5TmMyd0FsL2Z5TjFZPQ""]",2026-05-05T19:49:50.984Z
03-lugano-ticino/lugano-lake-jetty.jpg,michael singleton,Yeah nice,,"[null,[null,[0.06882911392405063,0.4920815438517179,0.40189873417721517,0.8799658114828209]],null,""0B4FkjOvGXGNBU1B2bWlMckZjcVNoMXovTXVLTXpqN1FjdzJBPQ""]",2026-05-05T19:49:43.465Z
03-lugano-ticino/lugano-palazzo-doorway.jpg,michael singleton,Plaque without writing is weird,,"[null,[null,[0.10900929408695101,0.24239791485664638,0.7932479206880606,0.8210251954821894]],null,""0B4FkjOvGXGNBNW9KOFF1b01ZMytRbXg4L2puTWd5dFhPLzZRPQ""]",2026-05-05T19:49:33.955Z
03-lugano-ticino/lugano-villa-terrace-dawn.jpg,michael singleton,"Lush, assuming background is fully accurate",,"[null,[null,[0.3564645456096695,0.3605560382276281,0.7773725528026059,0.833188531711555]],null,""0B4FkjOvGXGNBVVl6RDRNRTJ1OTV4cXFoakZPVmRHTnB0SE44PQ""]",2026-05-05T19:49:15.751Z
02-london/london-stairwell.jpg,michael singleton,"No reason for the book to be there, rest is good",,"[null,[null,[0.1602108239686667,0.2354474370112945,0.9608165639373119,0.6559513466550825]],null,""0B4FkjOvGXGNBSW9kOTAxR3I1dFhnWk51UGNnUWJaMWxEWk9ZPQ""]",2026-05-05T19:48:55.775Z
02-london/london-garden-window.jpg,michael singleton,Wonderful,,"[null,[null,[0.09446396369079564,0.2145960034752389,0.8472996855479679,0.892267593397046]],null,""0B4FkjOvGXGNBcGFNNlJEVXlLTDZWSEk5NXk3YVNIbWZrdFFzPQ""]",2026-05-05T19:48:38.556Z
02-london/london-evening-return.jpg,michael singleton,Very weird door dimensions,,"[null,[null,[0.1401915373054649,0.22328410078192876,0.6464449468785358,0.8662033014769764]],null,""0B4FkjOvGXGNBRXliQlNWNldhVVorWnN2N0I2NHVWZ215Z05zPQ""]",2026-05-05T19:48:29.211Z
02-london/london-member-hallway-candle.jpg,michael singleton,Lovely,,"[null,[null,[0.2519338997812643,0.26151172893136404,0.9378988268602921,0.8349261511728931]],null,""0B4FkjOvGXGNBWkNwOXBueFJ3MGFjZXkxWXNiNEVkR3JLc1RjPQ""]",2026-05-05T19:48:09.650Z
02-london/london-biggin-gate.jpg,michael singleton,Fine,,"[null,[null,[0.19450224791100507,0.3344917463075586,0.5009698291851246,0.7202432667245873]],null,""0B4FkjOvGXGNBRmw4SjNlQW1LaGtCd2xSOG1ydXgxaVBDbm9BPQ""]",2026-05-05T19:48:02.528Z
02-london/london-rain-glass.jpg,michael singleton,Sure,,"[null,[null,[0.20112945264986967,0.06516072980017376,0.8944396177237185,0.9165942658557775]],null,""0B4FkjOvGXGNBa0VFSFRMN29JYkRrNERaNzV1ejBkZEIrbWQ4PQ""]",2026-05-05T19:47:50.495Z
02-london/london-car-kerb.jpg,michael singleton,Feels a bit fake but still alright,,"[null,[null,[0.30991250794777797,0.29105125977410945,0.7531266998537041,0.8418766290182449]],null,""0B4FkjOvGXGNBZkNEMjlTbWtKNUZCZFU4MEU1c09FaGJzT3dnPQ""]",2026-05-05T19:47:35.689Z
02-london/london-hallway-holdall.jpg,michael singleton,Yeah it works but if a builder did my tiling job like that he'd be on his arse,,"[null,[null,[0.41138140747176366,0.3987836663770634,0.9743701129452649,0.8192875760208513]],null,""0B4FkjOvGXGNBcVBWbUQrdVphVEFEUjB5M21vVkdDK3EzVTQ4PQ""]",2026-05-05T19:47:13.724Z
02-london/london-breakfast-tray.jpg,michael singleton,Sure,,"[null,[null,[0.3289431383515934,0.5933970460469157,0.9270701010607266,0.8540399652476107]],null,""0B4FkjOvGXGNBUDM0WGN4QjlndUpZS0hxUTVmZGFIRGdVbi9nPQ""]",2026-05-05T19:46:38.038Z
02-london/london-dressing-room.jpg,michael singleton,"My favourite image you've made so far, feels super authentic",,"[null,[null,[0.2961549092313274,0.32406602953953084,0.5744237004048953,0.5152041702867072]],null,""0B4FkjOvGXGNBSDZac3c0MTJDY0NPUUNiOElBTFFCT2cydWFRPQ""]",2026-05-05T19:46:28.090Z
02-london/london-study-desk.jpg,michael singleton,Good,,"[null,[null,[0.235881841876629,0.4039965247610773,0.8509991311902693,0.9131190269331015]],null,""0B4FkjOvGXGNBdlQrc3RlSktlY256aTE4MGk3cFlBOFZNTUY4PQ""]",2026-05-05T19:45:58.196Z
02-london/london-mews-threshold.jpg,michael singleton,Like it,,"[null,[null,[0.206625174385456,0.14509122502172023,0.6120158356910952,0.834926151172893]],null,""0B4FkjOvGXGNBQ1YwbEw5dGF5aDVlZzFpU3N4L1R2cTB0ei93PQ""]",2026-05-05T19:45:38.592Z
02-london/london-knightsbridge-hall.jpg,michael singleton,Weird motion blur,,"[null,[null,[0.5118671504511475,0.28062554300608167,0.850535369166265,0.7584708948740226]],null,""0B4FkjOvGXGNBd2dsS3lyVTBSOTBBRExNWTFWUWQvUFo0WmlZPQ""]",2026-05-05T19:45:27.707Z
02-london/london-farnborough-apron.jpg,michael singleton,Would the plane have these supports if it was attached to that?,,"[null,[null,[0.35795454545454547,0.31473214285714285,0.6837121212121213,0.8802083333333333]],null,""0B4FkjOvGXGNBSWRtOXhqbTkxQzRDTU00aXNiNEhuZTJKU1VrPQ""]",2026-05-05T19:45:18.550Z
01-brand-heroes/hero-navigation-detail.jpg,michael singleton,Is this a real part of a plane?,,"[null,[null,[0.24370112945264985,0.13466550825369245,0.6520417028670721,0.7827975673327541]],null,""0B4FkjOvGXGNBV2ViSlNNY0dpMnRMTVFsTTFUZHdEVy9yRVBBPQ""]",2026-05-05T19:44:54.498Z
01-brand-heroes/hero-mustique-hammock.jpg,michael singleton,perfect,,"[null,[null,[0.40350150033053916,0.35534317984361424,0.752641782794726,0.8627280625543006]],null,""0B4FkjOvGXGNBZTc4SHRqZUJFVVFEdlhrUkJhYVFVd2VzNWdJPQ""]",2026-05-05T19:44:43.342Z
01-brand-heroes/hero-cabin-window-cloud.jpg,michael singleton,No reason for he hand to be here in this way,,"[null,[null,[0.4687247022071835,0.7497827975673327,0.8742637157004453,0.9391833188531711]],null,""0B4FkjOvGXGNBRm9nbHNPdytHc25uRFBvYkhSajZsM0NCTCswPQ""]",2026-05-05T19:44:35.705Z
01-brand-heroes/hero-mykonos-threshold.jpg,michael singleton,Lovely but the shoulder cutting off is weird,,"[null,[null,[0.03298597494314691,0.2354474370112945,0.6822798210148054,0.7932232841007818]],null,""0B4FkjOvGXGNBT1ZhaGdQUGNCUFJoYVArcWVEOGtRdmlMZ0VFPQ""]",2026-05-05T19:44:11.059Z
01-brand-heroes/hero-monaco-balcony.jpg,michael singleton,If this is an accurate background I like it,,"[null,[null,[0.4316266897512653,0.5099913119026933,0.7099690816046587,0.8140747176368375]],null,""0B4FkjOvGXGNBVkdKaEFUREo4aW0ySkdmZjZJaXNHL015VHp3PQ""]",2026-05-05T19:43:57.608Z
01-brand-heroes/hero-gstaad-chalet.jpg,michael singleton,Socks are weirdly placed,,"[null,[null,[0.2767408075215436,0.7306689834926151,0.7275793916709676,0.9652476107732406]],null,""0B4FkjOvGXGNBbUpqQnAwT2lHNGNwODRHdEoxNkd4dThUV0JvPQ""]",2026-05-05T19:43:42.460Z
01-brand-heroes/hero-lake-lugano-dawn.jpg,michael singleton,Nice like it,,"[null,[null,[0.47429939094133255,0.4665508253692441,0.5994079921576662,0.68375325803649]],null,""0B4FkjOvGXGNBQWxIK0JlMjRhWkVxcDJmakppWHlCS25TNTBjPQ""]",2026-05-05T19:43:28.015Z
01-brand-heroes/hero-aviation-arranged.jpg,michael singleton,Perfect if accurate,,"[null,[null,[0.34295886075949367,0.37086771021699816,0.41020569620253167,0.6002415800180831]],null,""0B4FkjOvGXGNBSysvdWNPTjdJd0tCUElYQVBuRldlejJuZVFBPQ""]",2026-05-05T19:43:09.138Z
01-brand-heroes/hero-quiet-threshold.jpg,michael singleton,Hand looks weirdly photoshopped,,"[null,[null,[0.4888469027106737,0.3188531711555169,0.636261688639997,0.5099913119026933]],null,""0B4FkjOvGXGNBWXlkQWM5Rmg1cEtFcTlMcHRyTkFqenQzUS9JPQ""]",2026-05-05T19:42:54.971Z
01-brand-heroes/hero-home-to-air.jpg,michael singleton,Perfect,,"[null,[null,[0.2449127906976744,0.181640625,0.4527616279069767,0.392578125]],null,""0B4FkjOvGXGNBZ1FwSVVVWkxxdkwrRU1tMmdBdUpwc2V3NkNnPQ""]",2026-05-05T19:42:36.637Z
